Date,NET_SENTIMENT,UNCERTAINTY_MODAL,REGULATORY_PRESSURE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
2021-05-04,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-07,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-16,-1.0,0.0,0.0,3.25,5.0,5.0
2021-05-21,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-23,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-24,0.0,0.0,0.0,5.0,5.0,5.0
2021-05-30,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-01,-1.0,0.0,0.0,3.25,5.0,5.0
2021-06-04,0.0,1.0,0.0,5.0,7.0,5.0
2021-06-06,0.0,2.0,0.0,5.0,8.0,5.0
2021-06-12,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-15,-1.0,0.0,0.0,3.25,5.0,5.0
2021-06-16,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-18,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-20,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-22,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-23,0.0,0.0,0.0,5.0,5.0,5.0
2021-06-25,-2.0,0.0,0.0,2.5,5.0,5.0
2021-06-27,0.0,2.0,0.0,5.0,8.0,5.0
